Text;Sentiment;Kesesuaian
seharusnya dengan sda yang melimpah mampu menyelenggarakan kesehatan secara gratis alih alih gratis rakyat malah merasakan kenaikan iuran;Negatif;
benarkah pemerintah menomorsatukan kesehatan lantas kebijakan kenaikan bpjs kesehatan dikenakan untuk siapa;Negatif;
gaji kepotong buat bpjs kesehatan walau pada akhirnya memilih untuk tidak memanfaatkan ;Negatif;
ngomong utamakan kesehatan di lapangan iuran bpjs dinaikkan obat yang mahal tetap beli sendiri;Negatif;
rumah gw udah banyak ngapain gaji gw di potong lagi buat tapera potongan pph ps bpjs ketenagakerjaan dan bpjs kesehatan;Negatif;
bpjs kesehatan berjalan penuh carut marut hingga hari ini lalu muncul pula tapera yang tak jelas juntrungannya karena diwajibkan;Negatif;
biar pada sadar yang nuntut layanan bpjs di dinomor duakan lupa bayar kaga kesehatan;Negatif;
potongan gaji bagi pekerja siap siap bertambah selain bpjs kesehatan dan bp jamsostek kini ada iuran tabungan yang memberatkan;Negatif;
maksudnya gimana kan pajak udah kantor juga dipaksa pakai bpjs motong uang tiap bulan tapi ga pernah kita rasakan manfaatnya;Negatif;
komite tiga dpr ri kunjungi kantor bpjs kesehatan cabang batam;Netral;
rakyat sudah susah pak banyak potongan ini itu pph bpjs tk kesehatan pensiun masa tega sih pak bikin pemotongan lagi;Negatif;
selamat pagi tolong di cek bpjs kesehatan milik ayah saya;Netral;
mungkin karena biaya perawatan kesehatan itu mahal tapi pada gak mau bayar jadinya iuran naik;Netral;
tai sih ini aja gw dah dipotong sama bpjs ketenagakerjaan kesehatan;Negatif;
banyak calo legislatif minta manajemen bpjs kesehatan diperbaiki;Negatif;
membongkar penyebab defisit bpjs kesehatan ;Netral;
kalo bpjs kesehatan masih make sense lah karena sehat kebutuhan semua manusia tapi ya kalau terus terusan naik iuran nya ya memberatkan;Negatif;
contoh kecilnya aja korona masih banyak banget yang keluyuran tanpa peduli kesehatan orang lain di sekitar;Netral;
aku mau kasih opini tentang bpjs itu sekarang yang kita tau morat marit ya rada ke arah bangkrut karena banyak rumah sakit tidak dibayar;Negatif;
padahal sudah ada potongan bpjs ketenagakerjaan belum bpjs kesehatan yang jelas dong di detailkan ini fungsinya;Negatif;
persis kayak bpjs kesehatan yang dulu asalnya adalah askesnya pns intinya sih kebijakan nya salah;Negatif;
tapera itu penyempurnaan dari bapertarum pns mirip sebenernya ama bpjs kesehatan;Netral;
bpjs kesehatan okelah bisa cover sakit meskipun gak sering di pake bpjs tk okelah buat pensiun bp tapera buat apa;Negatif;
udahan ya stalkingnya kasihan hati bpjs cmn jamin kesehatan bukan perasaan;Netral;
kalian tahu ga sih dengan adanya jkn kis peserta bpjs kesehatan lancar menjalani cuci darah nyata kehadirannya;Netral;
ngomong utamakan kesehatan di lapangan iuran bpjs dinaikkan obat yg mahal tetap beli sendiri itu namanya pemerasan;Negatif;
saya baru terkena phk dan ingin mendaftar bpjs kesehatan mandiri apa bisa melakukan pendaftaran online;Netral;
bpjs kesehatan beri perhatian lebih bagi penderita hipertensi dan diabetes saat covid ;Netral;positif
disebut rezim karena itu buat kebijakan yang tidak memakai nurani rakyat sedang susah dari keppres kenaikan bpjs kesehatan;Negatif;
kaya biaya kesehatan ya gak mungkin murah cuma beberapa rumah sakit bisa bpjs di subsidi negara;Netral;
jumlah potongan iuran bpjs naker kesehatan pensiun itu gede ya memberatkan;Negatif;
jokowi teken pp tapera gaji pekerja siap siap dipotong untuk tabungan perumahan ;Netral;
tapera ini kan setipe sama bpjs kesehatan tapi beda tujuan satu papan satu kesehatan;Netral;
menkeu jelaskan empat akar masalah defisit bpjs kesehatan ;Netral;
tapera sebelumnya bpjs tenaga kerja kesehatan berapa persen yg mendapati hasil berapa persen yg hilang berapa persen;Netral;
saya perantau di jakarta mau bikin bpjs kesehatan bagaimana caranya;Netral;
ada bpjs kesehatan bpjs ketenagakerjaan bpjs tk pensiun tapera abis ini ada apalagi nih habis sudah gaji saya;Negatif;
bukannya dipotong malah ditambahin bonus coba potong gaji mereka ;Negatif;
waras bpjs gitu kesehatan tapera gitu properti masih ada pendidikan dan pangan nih yang belum di duitkan pemerintah;Negatif;
jadi bpjs tk kesehatan dan tapera nah mayan tuh gaji dipotong;Negatif;
pihak swasta gaji dipotong phk pihak pemerintah menaikkan tarif listrik menaikkan tarif bpjs blt salah sasaran;Negatif;
potongan di slip gaji saya makin banyak dong bpjs ketenagakerjaan bpjs jaminan pensiun bpjs kesehatan tapera;Negatif;
bpjs kesehatan berjalan penuh carut marut hingga hari ini lalu muncul tapera yang tak jelas karena diwajibkan;Negatif;
pak beban kami siapa yang pikul pak saya gak dapat blt listrik gak dapat diskon bbm gak turun prakerja gak dapat bpjs iurannya naik;Negatif;
program apa nih nantinya dibikinin rumah apa gimana ga diwajibkan kaya bpjs kesehatan kan;Netral;negatif
bpjs kesehatan tiket kereta api sudah bisa dilakukan via paytren praktis mudah langsung dari hp sendiri dan menguntungkan;Netral;
kenapa bpjs naik Kita harus tau latar belakangnya dong sebelum menerapkan kebijakan;Negatif;
bayangkan hakiki turunnya itu kadang lima bulan sekali belum dipotong pajak penghasilan belum dipotong bpjs kesehatan;Negatif;
bpjs kesehatan iya bpjs tk iya ditambah iuran ini tapi gaji cuma pas di umr ancur;Negatif;
lebih dari setengah peserta jkn dibiayai oleh pemerintah jadi tidak memberatkan ;Positif;
bikin pp tapera apa tidak belajar dari bpjs kesehatan;Negatif;
aku tiap bulan aja udh dipotong pph bpjs tk jaminan pensiun bpjs kesehatan utang kantor nanti;Negatif;
fasilitas peserta turun kelas bpjs kesehatan perpanjang program super praktis tidak memberatkan;Positif;
halah pasti juga gak akan dilaksanakan hukumannya kan pakde bpjs kesehatan naik aja tetep naik ;Negatif;
hak rakyat tuk kesehatan aja ga peduli bpjs tetep naik tuh apa lagi cuman putusan ptun;Negatif;
bpjs kesehatan okelah bisa cover sakit meskipun gak sering sering di pake bpjs tk okelah buat pensiun bp tapera buat apa;Negatif;
setelah potongan bpjs ketenagakerjaan dan kesehatan nanti ada lagi potongan tapera peras terus kaya sapi perah tai;Negatif;
konsepnya mungkin baik bang tapi indonesia udah pungut iuran bpjs ketenagakerjaan bpjs kesehatan yang menghabiskan gaji;Negatif;
ini potongan buat apa bpjs kan jelas asuransi kesehatan ditanggung pemerintah;Negatif;
kasihan ibu ibu hamil di suruh datang jam satu siang buat periksa kandungan di rsud kembangan jakarta barat tapi ga bisa pake bpjs;Negatif;
bpjs kesehatan bpjs tk pph nanti tapera dasar sapi perah;Negatif;
siang min mau tanya cara daftar autodebit untuk iuran bpjs kesehatan bagaimana ya apakah bisa via apps mandiri online;Netral;
setelah presiden dan negara divonis melawan hukum di kasus karhutla lalu menaikkan tarif bpjs kesehatan;Negatif;
iuran seperti tapera bpjs kesehatan naker kenapa aku setuju ya padahal pajak bea cukai sampai ppn sudah sangat besar;Positif;negatif
asuransi kesehatan apa yg kamu maksud kalau bpjs gak bisa asuransi lain pun tergantung beberapa asuransi;Negatif;
harap cabut perpres yang menaikkan iuran bpjs kesehatan pemerintah memberikan thr pahit kepada masyarakat ;Negatif;
gini amat negara cari duit buat nutupin defisit disaat pandemi banyak orang hidup susah dan kehilangan penghasilan;Negatif;
kalau bpjs kesehatan di bayar semua ama perusahaan enak sih goblok;Negatif;
enam puluh persen peserta mandiri bpjs kesehatan terancam tak bisa bayar pastinya dengan ekonomi yang makin nyungsep;Negatif;
yang harus dibayar tiap bulan ke negara pph bpjs kesehatan dan ketenagakerjaan lah ini muncul lagi tapera;Negatif;
sudah ada pemotongan bpjs tenaga kerja sudah ada pemotongan bpjs kesehatan sudah ada pemotongan dana buat pensiun pekerja sungguh memberatkan;Negatif;
pekerja buruh selama ini sudah banyak sekali mengalami pemotongan untuk iuran antara lain bpjs kesehatan bpjs tenaga kerja yang menyusahkan;Negatif;
selain aplikasi mobile jkn panduan layanan lainnya yang dimiliki bpjs kesehatan untuk peserta yaitu bpjs kesehatan care centre yang sangat bermanfaat;Positif;
mana yang mau tau apa saja layanan panduan yang dimiliki bpjs kesehatan untuk peserta bisa langsung cek di gambar bawah ini;Netral;
ini ya info layanan panduan yang dimiliki bpjs kesehatan untuk peserta biar ga penasaran ;Netral;
gratis bpjs tiga bulan bagi relawan covid kota semarang ;Netral;
malam teman teman ternyata ini layanan baru dari bpjs kesehatan Ini merupakan layanan panduan yang dimiliki bpjs kesehatan untuk memudahkan masyarakat;Positif;
boneka perampok rakyat;Negatif;
bpjs kesehatan ada sanksi tabungan tapera ada sanksi giliran dinyatakan melawan hukum oleh hakim pengadilan cuma nyengir doang;Negatif;
punten saya udah dipotong dua lebih buat bpjs ketenagakerjaan kesehatan sekarang nambah dua koma lima persen buat rumah;Negatif;
yang bener aja udah gaji mentok umr belum lagi dipotong bpjs kesehatan sampai tunjangan hari tua masa mau dipotong lagi;Negatif;
sudah bpjs kessehatan terus tapera dan bisa dicairin setelah udah umur ujur gak guna lagi tapera gak bisa nikmatin rumahnya sendiri;Negatif;
nambah lagi potongan upahnya udah mah ada bpjs ketenagakerjaan bpjs pensiun bpjs kesehatan dan sekarang tapera;Negatif;
salah kelola tapi direksinya tetap dipertahankan;Negatif;
ya pajak saya paham lah negara butuh pembangunan dan pemeliharaan itung zakat mungkin kalau menurut islam dua koma lima persen, tapi ini setelah bpjs kesehatan ada tapera buat apa;Negatif;
perawatan pasien covid yang bisa diklaim ke pemerintah adalah yang hasil pcr nya positif kalau belum ada hasil pcr atau periksa sendiri harus pakai dana sendiri dan merugikan karena sangat mahal;Negatif;
berikut ini adalah panduan layanan bpjs kesehatan ada banyak cara agar kita bisa tau panduan dari bpjs kesehatan ;Netral;
jadi masuk ke bagian jaminan hari tua tapi di gambar gak disebut persentasenya berapa jadi meragukan;Negatif;
saat sudah bergotong ria di bpjs kesehatan antara yg sehat dengan yang sakit pusat dengan pemda negara dengan masyarakat kenapa rakyat tetap dirugikan;Negatif;
mohon di kirimkan nomer bpjs kesehatan saya di karenakan kartu bpjs kesehatan saya hilang;Netral;
lelucon ya anda bpjs tk aja seringkali ga bisa diambil sama yang sudah tidak bekerja bpjs kesehatan naik skrg mau ambil hak rakyat lagi;Negatif;
potongan yang akan diwajibkan oleh pemerintah Indonesia pada rakyatnya bpjs kesehatan bpjs ketenagakerjaan pph tapera yang merugikan;Negatif;
warga bertahun tahun pake asuransi kesehatan sendiri dan pake kpr btn rata rata aman lancar sampai rumahnya kalau pake bpjs sering ditolak rumah sakit;Negatif;
kalau baca pp nya wajib mas seperti bpjs kesehatan gitu;Netral;
apakah kantor bpjs kesehatan sudah buka;Netral;
pemerintah mau bikin program terserah tapi jangan paksa rakyat wajib untuk ikut misal bpjs kesehatan dan ketenagakerjaan;Negatif;
nik istri sy belum bisa online mohon di bantu agar bisa online sehingga bisa segera saya daftarkan;Netral;
secara pribadi nggak suka kebijakan tapera tapi hitung hitungannya ngga gini juga hitungan macam ini yang bikin banyak orang ngga mau bayar premi bpjs kesehatan kalo nggak setuju nggak harus disinformasi bisa kok;Negatif;
jika sudah daftar ini dia tantangan minggu pertama yang bisa kalian ikutin untuk tantangan minggu pertama tema vlognya yaitu tips makanan sehat kalian bisa buat video tentang makanan yang sehat dengan ide yang sekreatif mungkin ya;Netral;
terus tiga ratus ribu di bayarkan untuk keperluan bpjs kesehatan ya udah nombok jadi ga bantuin masyarakat deh ;Negatif;
hai admin mohon cek dm terkait info status bpjs kesehatan pekerja yg dialihkan menjadi mandiri;Netral;
bpjs kesehatan punya chika dan vika yang sangat membantu masyarakat;Positif;
untuk memecat karyawan biar karyawan lain sejahtera aku gak dapet apa apa cuma bpjs kesehatan aja itupun sekarang naik iurannya jadi memberatkan;Negatif;
rumahnya memang udah ada duitnya terus dipakai oleh pengelola bunga siapa yang makan udah bpjs tenaga kerja bpjs kesehatan tapera rakyat objek penderita;Negatif;
kasian bapak lo cape cape bayar asuransi kesehatan bpjs kalau lu gak sakit minimal kecelakaan lah;Negatif;
sumbangsih pajak pabrik rokok ratusan triliun per tahun harusnya itu yang dipake buat nalangin bpjs mengingat sumbangsihnya juga gede buat ngerusak kesehatan masyarakat penghasilan sebesar apapun gak bakal cukup kalo yang kurang tepat pengelolaan duitnya ;Negatif;
potong pajak potong bpjs kesehatan potong bpjs pensiun potong tapera oke habis gaji saya;Negatif;
bagi kalian para pekerja yuk ikuti prosedur new normal saat perjalanan ke atau dari tempat kerja agar kita dapat mencegah penyebaran covid saat bekerja mari kita lindungi diri kita keluarga dan orang orang di sekitar kita dengan menerapkan new normal;Netral;
dasar perhitungan untuk menentukan gaji atau upah ditetapkan sama dengan program jaminan sosial lainnya yaitu maksimal sebesar dua belas juta oke kaya bpjs kesehatan yang tidak terpakai ya;Negatif;
fasilitasi peserta turun kelas bpjs kesehatan perpanjang program super praktis bisa dimanfaatkan dengan baik;Positif;
gas bmm air kita beli ke negara pemerintah yang kelola harganya gak bantu rakyat apalagi di masa pandemi begitu juga kesehatan dikelola pemerintah ma dikangkangi rakyat jadi korban terus mau buat tapera;Negatif;
tagihan negara perbulan pph bpjs kesehatan dan ketenagakerjaan terus muncul lagi baru tapera utang ke luar lanjut meres rakyat kntl;Negatif;
saya paham bpjs wajib bayar buat pekerja karena emang butuh buat kesehatan yang saya ga paham pelayanan bpjs hancur sekali;Negatif;
pph bpjs kesehatan bpjs tk tapera cicilan kpr habis aja udah gaji gw ;Negatif;
potongan apalagi ini bpjs tenaga kerja bpjs kesehatan sekarang tapera ;Negatif;
mohon maaf atas ketidaknyamanannya setiap pertanyaan yang masuk akan kami jawab sesuai dengan urutan antrian pertanyaan yang masuk di sistem;Netral;
perawatan pasien covid yang bisa diklaim ke pemerintah adalah yang hasil pcr nya positif kalau belum ada hasil pcr atau hasilnya negatif maka pasiennya ditanggung bpjs kesehatan jika pasiennya peserta bpjs kesehatan ;Positif;
pelayanan semakin meningkat alfian sebut manfaat jkn kis luar biasa ;Positif;
mobile jkn mudahkan komunikasi peserta dan dokter ;Positif;
lelucon ya anda bpjs tk aja seringkali gabisa diambil sama yang sudah tidak bekerja bpjs kesehatan naik sekarang mau ambil hak rakyat lagi;Negatif;
selamat pagi terkait pengaduan saudara untuk dapat di tindaklanjuti oleh tim bpjs kesehatan cabang semarang bisa dibantu untuk nomor kartu jkn beserta nomor telepon saudara yang bisa dihubungi terimakasih;Netral;
belumlah bpjs kesehatan ketenagakerjaan sekarang muncul tapera yang memberatkan;Negatif;
potongan yang akan diwajibkan oleh pemerintah Indonesia pada rakyatnya bpjs kesehatan bpjs ketenagakerjaan pph dan tapera dinilai memberatkan masyarakat;Negatif;
bisa diwakilkan oleh anggota keluarga yang lain terima kasih;Netral;
salam sehat bapak avink bisa pendaftaran online bisa melalui aplikasi mobila jkn silahkan download aplikasinya melalui playstore terima kasih;Netral;
itu kalo yang gaji sepuluh juta yang gajinya hanya umk gimana apalagi kalau standarnya umk kabupaten gunungkidul jogja yang hanya satu koma tujuh juta mereka udah dipotong bpjs kesehatan dan ketenagakerjaan masih akan dipotong lagi dengan tapera ;Negatif;
bpjs kesehatan udah aku anggep amal soalnya duitnya ga bakal balik lagi bener lama lama tahap nya jauh ketimbang income;Netral;
indahnya hidup di negeri wakanda hasil kerja memeras keringat sebelum kita terima gaji nya udah disunat pemerintah dulu dengan berbagai iuran bpjs kesehatan sekeluarga padahal gak pernah di pakai lalu jht  terus pph yang besarnya lima sampai tiga puluh persen;Negatif;
sudah ada pemotongan bpjs tenaga kerja sudah ada pemotongan bpjs kesehatan sudah ada pemotongan dana buat pensiun pekerja sudah ada pph dua satu masih di himpit lagi tabungan tapera dana haji pun di embat;Negatif;
habis tuh gaji pegawai bpjs kesehatan bpjs jht bpjs pensiun pajak sekarang perumahan ;Negatif;
saat ini harga minyak dunia turun bukannya menurunkan harga bbm malah Iuran bpjs yang dinaikkan saat materi dan kesehatan semakin susah rakyat temukan;Negatif;
malah nambah potongan gaji selain bpjs ketenagakerjaan bpjs kesehatan;Negatif;
salam sehat bapak atau ibu rekening bca sudah bisa autodebet pembayaran iuran bpjs kesehatan;Netral;
mulai satu juli berlaku kenaikkan iuran bpjs kesehatan ;Netral;
kalau memang dianggap sektor pariwisata belum bisa dibuka mohon bantuan pemerintah ke karyawan dan pengusaha pariwisata contoh sederhana dengan relaksasi pembayaran pajak daerah pb satu pln pdam bpjs kesehatan dan bpjs tk subsidi harga bahan pokok bagaimana kami makan bulan depan pak sudah tidak ada gaji;Negatif;
