,STOP_REMOVAL,STEMMING,Text_Token,Sentiment
119,kehadiran program jkn kis membuka akses pelayanan kesehatan terjangkau berkualitas terbantu ,hadir program jkn kis buka akses layan sehat jangkau kualitas bantu,"['hadir', 'program', 'jkn', 'kis', 'buka', 'akses', 'layan', 'sehat', 'jangkau', 'kualitas', 'bantu']",Positif
120,kesehatan dijamin penuh negara rakyat bayar premi bpjs pelayanan kesehatan,sehat jamin penuh negara rakyat bayar premi bpjs layan sehat,"['sehat', 'jamin', 'penuh', 'negara', 'rakyat', 'bayar', 'premi', 'bpjs', 'layan', 'sehat']",Negatif
121,perdramaan bpjs kesehatan ngga selesai selesai,drama bpjs sehat ngga selesai selesai,"['drama', 'bpjs', 'sehat', 'ngga', 'selesai', 'selesai']",Negatif
122,enam puluh persen peserta mandiri bpjs kesehatan terancam bayar ,enam puluh persen serta mandiri bpjs sehat ancam bayar,"['enam', 'puluh', 'persen', 'serta', 'mandiri', 'bpjs', 'sehat', 'ancam', 'bayar']",Netral
123,kebutuhan informasi terima situasi kesehatan tau bpjs menyediakan chika,butuh informasi terima situasi sehat tau bpjs sedia chika,"['butuh', 'informasi', 'terima', 'situasi', 'sehat', 'tau', 'bpjs', 'sedia', 'chika']",Netral
124,wabah corona bpjs melayani sepenuh hati terbaru nih masyarakat aplikasi daring berbasis media sosial cika suara interaktiv jkn coba,wabah corona bpjs layan sepenuh hati baru nih masyarakat aplikasi daring bas media sosial cika suara interaktiv jkn coba,"['wabah', 'corona', 'bpjs', 'layan', 'sepenuh', 'hati', 'baru', 'nih', 'masyarakat', 'aplikasi', 'daring', 'bas', 'media', 'sosial', 'cika', 'suara', 'interaktiv', 'jkn', 'coba']",Positif
125,chika chat asistant jkn pelayanan info pengaduan chat respon artifical Intellegence sistem facebook messanger telegram whatsapp,chika chat asistant jkn layan info adu chat respon artifical intellegence sistem facebook messanger telegram whatsapp,"['chika', 'chat', 'asistant', 'jkn', 'layan', 'info', 'adu', 'chat', 'respon', 'artifical', 'intellegence', 'sistem', 'facebook', 'messanger', 'telegram', 'whatsapp']",Netral
126,layanan bpjs kesehatan namanya unik vika chika Keduanya fungsi manfaat berbeda lho,layan bpjs sehat nama unik vika chika dua fungsi manfaat beda lho,"['layan', 'bpjs', 'sehat', 'nama', 'unik', 'vika', 'chika', 'dua', 'fungsi', 'manfaat', 'beda', 'lho']",Netral
127,info repot rumah memperoleh faskes bpjs fasilitas servis aplikasi daring berbasis media sosial jkn chika voice interactive jkn vika,info repot rumah oleh faskes bpjs fasilitas servis aplikasi daring bas media sosial jkn chika voice interactive jkn vika,"['info', 'repot', 'rumah', 'oleh', 'faskes', 'bpjs', 'fasilitas', 'servis', 'aplikasi', 'daring', 'bas', 'media', 'sosial', 'jkn', 'chika', 'voice', 'interactive', 'jkn', 'vika']",Netral
128,penggunaan vika chika bermanfaat salah satunya mendukung social distance rumah mengecek tagihan pengaduan dicoba nih,guna vika chika manfaat salah satu dukung social distance rumah ecek tagih adu coba nih,"['guna', 'vika', 'chika', 'manfaat', 'salah', 'satu', 'dukung', 'social', 'distance', 'rumah', 'ecek', 'tagih', 'adu', 'coba', 'nih']",Positif
129,inovasi bagus ditengah wabah corona dkeluarkan bpjs Kesehatan dimana peserta aplikasi berbasis medsos chat jkn chika voice interactive jkn vika ,inovasi bagus tengah wabah corona dkeluarkan bpjs sehat mana serta aplikasi bas medsos chat jkn chika voice interactive jkn vika,"['inovasi', 'bagus', 'tengah', 'wabah', 'corona', 'dkeluarkan', 'bpjs', 'sehat', 'mana', 'serta', 'aplikasi', 'bas', 'medsos', 'chat', 'jkn', 'chika', 'voice', 'interactive', 'jkn', 'vika']",Positif
130,suka balas cepat cepat balasan chat doi  ,suka balas cepat cepat balas chat doi,"['suka', 'balas', 'cepat', 'cepat', 'balas', 'chat', 'doi']",Positif
131,layanan vika chika bpjs kesehatan ri mempermudah masyarakat mengecek status tagihan kepesertaan jkn kis pokoknya support bpjs kesehatan nih,layan vika chika bpjs sehat ri mudah masyarakat ecek status tagih serta jkn kis pokok support bpjs sehat nih,"['layan', 'vika', 'chika', 'bpjs', 'sehat', 'ri', 'mudah', 'masyarakat', 'ecek', 'status', 'tagih', 'serta', 'jkn', 'kis', 'pokok', 'support', 'bpjs', 'sehat', 'nih']",Positif
132,orang penyakit Ini berisiko covid,orang sakit ini risiko covid,"['orang', 'sakit', 'ini', 'risiko', 'covid']",Netral
133,mengadu chika Ini layanan ai permasalahan melewati jejaring sosial layanan chatting Ini bentuk pelayanan bpjs kesehatan kemudahan masyarakat,adu chika ini layan ai masalah lewat jejaring sosial layan chatting ini bentuk layan bpjs sehat mudah masyarakat,"['adu', 'chika', 'ini', 'layan', 'ai', 'masalah', 'lewat', 'jejaring', 'sosial', 'layan', 'chatting', 'ini', 'bentuk', 'layan', 'bpjs', 'sehat', 'mudah', 'masyarakat']",Netral
134,bpjs kesehatan iurannya turun,bpjs sehat iur turun,"['bpjs', 'sehat', 'iur', 'turun']",Negatif
135,berobat pake rujukan sakit faskes 1 ,obat pake rujuk sakit faskes 1,"['obat', 'pake', 'rujuk', 'sakit', 'faskes', '1']",Negatif
136,teknologi zaman deh aplikasi smartphone suara,teknologi zaman deh aplikasi smartphone suara,"['teknologi', 'zaman', 'deh', 'aplikasi', 'smartphone', 'suara']",Netral
137,mengecek status tagihan kepesertaan jkn kis bpjs kesehatan care center  layanan vika berita aduan chat asistant jkn chika simple praktis,ecek status tagih serta jkn kis bpjs sehat care center layan vika berita adu chat asistant jkn chika simple praktis,"['ecek', 'status', 'tagih', 'serta', 'jkn', 'kis', 'bpjs', 'sehat', 'care', 'center', 'layan', 'vika', 'berita', 'adu', 'chat', 'asistant', 'jkn', 'chika', 'simple', 'praktis']",Positif
138,bpjs kesehatan membantu masyarakat pelayanan informasi vika chika,bpjs sehat bantu masyarakat layan informasi vika chika,"['bpjs', 'sehat', 'bantu', 'masyarakat', 'layan', 'informasi', 'vika', 'chika']",Positif
139,terobosan era serba digital ditengah wabah virus corona sesuai komitmen bpjs kesehatan  pelayan terbaik masyarakat Jadi ragu pakai layanan chika vika save posternya,terobos era serba digital tengah wabah virus corona sesuai komitmen bpjs sehat layan baik masyarakat jadi ragu pakai layan chika vika save poster,"['terobos', 'era', 'serba', 'digital', 'tengah', 'wabah', 'virus', 'corona', 'sesuai', 'komitmen', 'bpjs', 'sehat', 'layan', 'baik', 'masyarakat', 'jadi', 'ragu', 'pakai', 'layan', 'chika', 'vika', 'save', 'poster']",Netral
140,bangga support bpjs kesehatan dukung layanan  vika voice interactive jkn chika chat asistant jkn masyarakat terlayani,bangga support bpjs sehat dukung layan vika voice interactive jkn chika chat asistant jkn masyarakat layan,"['bangga', 'support', 'bpjs', 'sehat', 'dukung', 'layan', 'vika', 'voice', 'interactive', 'jkn', 'chika', 'chat', 'asistant', 'jkn', 'masyarakat', 'layan']",Positif
141,bpjs kesehatan meluncurkan chat assistent jkn chika voice interactive jkn vika berfungsi membantu masyarakat pelayanan informasi dimanapun cek nomernya poster sob,bpjs sehat luncur chat assistent jkn chika voice interactive jkn vika fungsi bantu masyarakat layan informasi mana cek nomernya poster sob,"['bpjs', 'sehat', 'luncur', 'chat', 'assistent', 'jkn', 'chika', 'voice', 'interactive', 'jkn', 'vika', 'fungsi', 'bantu', 'masyarakat', 'layan', 'informasi', 'mana', 'cek', 'nomernya', 'poster', 'sob']",Netral
142,senang banget bpjs kesehatan lengkap pelayanannya dukung vika mudah akses,senang banget bpjs sehat lengkap layan dukung vika mudah akses,"['senang', 'banget', 'bpjs', 'sehat', 'lengkap', 'layan', 'dukung', 'vika', 'mudah', 'akses']",Positif
143,tau nih layanan aplikasi mobile jkn aplikasi memudahkan masyarakat online kantor bpjs kesehatan ,tau nih layan aplikasi mobile jkn aplikasi mudah masyarakat online kantor bpjs sehat,"['tau', 'nih', 'layan', 'aplikasi', 'mobile', 'jkn', 'aplikasi', 'mudah', 'masyarakat', 'online', 'kantor', 'bpjs', 'sehat']",Positif
144,nih bpjs kesehatan salah layanan masyarakat solusi social distancing bpjs menyediakan aplikasi jkn layanan vika chika ,nih bpjs sehat salah layan masyarakat solusi social distancing bpjs sedia aplikasi jkn layan vika chika,"['nih', 'bpjs', 'sehat', 'salah', 'layan', 'masyarakat', 'solusi', 'social', 'distancing', 'bpjs', 'sedia', 'aplikasi', 'jkn', 'layan', 'vika', 'chika']",Netral
145,disumpal kapital gitu bertanggung jawabkah negara kesehatan rakyat jurus palak ala bpjs dinaikkan gitu menjaga persatuan,sumpal kapital gitu tanggung jawab negara sehat rakyat jurus palak ala bpjs naik gitu jaga satu,"['sumpal', 'kapital', 'gitu', 'tanggung', 'jawab', 'negara', 'sehat', 'rakyat', 'jurus', 'palak', 'ala', 'bpjs', 'naik', 'gitu', 'jaga', 'satu']",Negatif
146,mensyaratkan swab tes pcr warga negara masuk Jakarta dibiayai negara ,syarat swab tes pcr warga negara masuk jakarta biaya negara,"['syarat', 'swab', 'tes', 'pcr', 'warga', 'negara', 'masuk', 'jakarta', 'biaya', 'negara']",Netral
147,hasilnya segitu usahanya beban rakyat ketulungan pandemi iuran dinaikan,hasil segitu usaha beban rakyat ketulungan pandemi iur naik,"['hasil', 'segitu', 'usaha', 'beban', 'rakyat', 'ketulungan', 'pandemi', 'iur', 'naik']",Negatif
148,bpjs kesehatan sederhanakan pengajuan klaim pasien covid syaratnya mudah ,bpjs sehat sederhana aju klaim pasien covid syarat mudah,"['bpjs', 'sehat', 'sederhana', 'aju', 'klaim', 'pasien', 'covid', 'syarat', 'mudah']",Netral
149,salam sehat bayi lahir peserta jaminan kesehatan wajib didaftarkan bpjs Kesehatan ,salam sehat bayi lahir serta jamin sehat wajib daftar bpjs sehat,"['salam', 'sehat', 'bayi', 'lahir', 'serta', 'jamin', 'sehat', 'wajib', 'daftar', 'bpjs', 'sehat']",Netral
150,cek iuran bpjs kesehatan apk mei bayar april giliran bayar,cek iur bpjs sehat apk mei bayar april gilir bayar,"['cek', 'iur', 'bpjs', 'sehat', 'apk', 'mei', 'bayar', 'april', 'gilir', 'bayar']",Negatif
151,menolak lupa delapan mantan menteri kesehatan siti fadilah supari bahaya bpjs vaksin,tolak lupa delapan mantan menteri sehat siti fadilah supari bahaya bpjs vaksin,"['tolak', 'lupa', 'delapan', 'mantan', 'menteri', 'sehat', 'siti', 'fadilah', 'supari', 'bahaya', 'bpjs', 'vaksin']",Negatif
152,iuran bpjs kesehatan resmi pandemi,iur bpjs sehat resmi pandemi,"['iur', 'bpjs', 'sehat', 'resmi', 'pandemi']",Netral
153,negara membiayai makan napi dilepas jaminan kesehatan iuran bpjs dinaikan ,negara biaya makan napi lepas jamin sehat iur bpjs naik,"['negara', 'biaya', 'makan', 'napi', 'lepas', 'jamin', 'sehat', 'iur', 'bpjs', 'naik']",Negatif
154,desa kota puskesmas klinik fasilitas kesehatan mumpuni rsud,desa kota puskesmas klinik fasilitas sehat mumpuni rsud,"['desa', 'kota', 'puskesmas', 'klinik', 'fasilitas', 'sehat', 'mumpuni', 'rsud']",Negatif
155,bpjs kesehatan dihapus diperbaiki pelayanannya kasihan rakyat,bpjs sehat hapus baik layan kasihan rakyat,"['bpjs', 'sehat', 'hapus', 'baik', 'layan', 'kasihan', 'rakyat']",Netral
156,naikkan iuran bpjs negara berstatus darurat kesehatan Ingin terapkan new normal positif kenaikan ,naik iur bpjs negara status darurat sehat ingin terap new normal positif naik,"['naik', 'iur', 'bpjs', 'negara', 'status', 'darurat', 'sehat', 'ingin', 'terap', 'new', 'normal', 'positif', 'naik']",Netral
157,rakyat kelas bersatulah ajak bikin koperasi kesehatan ,rakyat kelas satu ajak bikin koperasi sehat,"['rakyat', 'kelas', 'satu', 'ajak', 'bikin', 'koperasi', 'sehat']",Netral
158,bpjs kesehatan pelayanan terbaik pandemi covid ,bpjs sehat layan baik pandemi covid,"['bpjs', 'sehat', 'layan', 'baik', 'pandemi', 'covid']",Positif
159,nyuruh adek kuliah kesehatan bayangan kerja hidup sejahtera denger cerita temen profesi kesehatan susah,nyuruh adek kuliah sehat bayang kerja hidup sejahtera denger cerita temen profesi sehat susah,"['nyuruh', 'adek', 'kuliah', 'sehat', 'bayang', 'kerja', 'hidup', 'sejahtera', 'denger', 'cerita', 'temen', 'profesi', 'sehat', 'susah']",Negatif
160,Kalau dibalik gimana rakyat lelah membiayai negara pph ppn pbb lstrik mahal,kalau balik gimana rakyat lelah biaya negara pph ppn pbb lstrik mahal,"['kalau', 'balik', 'gimana', 'rakyat', 'lelah', 'biaya', 'negara', 'pph', 'ppn', 'pbb', 'lstrik', 'mahal']",Negatif
161,iuran bpjs kesehatan pemerintah cabut keputusan rugikan rakyat ,iur bpjs sehat perintah cabut putus rugi rakyat,"['iur', 'bpjs', 'sehat', 'perintah', 'cabut', 'putus', 'rugi', 'rakyat']",Netral
162,pendaftaran bayi lahir langsung kantor bpjs kesehatan membawa surat keterangan lahir ,daftar bayi lahir langsung kantor bpjs sehat bawa surat terang lahir,"['daftar', 'bayi', 'lahir', 'langsung', 'kantor', 'bpjs', 'sehat', 'bawa', 'surat', 'terang', 'lahir']",Netral
163,bpjs kesehatan cuci darah mudah,bpjs sehat cuci darah mudah,"['bpjs', 'sehat', 'cuci', 'darah', 'mudah']",Positif
164,sadar informasinya banget teliti alasan iuran,sadar informasi banget teliti alas iur,"['sadar', 'informasi', 'banget', 'teliti', 'alas', 'iur']",Positif
165,kelas kelas negara hadir bantu masyarakat ,kelas kelas negara hadir bantu masyarakat,"['kelas', 'kelas', 'negara', 'hadir', 'bantu', 'masyarakat']",Positif
166,kali dangkal informasi riuh dibaca biar paham terkait kebijakan bpjs kesehatan ,kali dangkal informasi riuh baca biar paham kait bijak bpjs sehat,"['kali', 'dangkal', 'informasi', 'riuh', 'baca', 'biar', 'paham', 'kait', 'bijak', 'bpjs', 'sehat']",Positif
167,gotong royong kebaikan iuran bpjs kesehatan,gotong royong baik iur bpjs sehat,"['gotong', 'royong', 'baik', 'iur', 'bpjs', 'sehat']",Positif
168,masyarakat puas pelayanan bpjs kesehatan merasakan keberatan kabar kenaikan iuran,masyarakat puas layan bpjs sehat rasa berat kabar naik iur,"['masyarakat', 'puas', 'layan', 'bpjs', 'sehat', 'rasa', 'berat', 'kabar', 'naik', 'iur']",Netral
169,bpjs kesehatan mending dihapus diperbaiki,bpjs sehat mending hapus baik,"['bpjs', 'sehat', 'mending', 'hapus', 'baik']",Netral
170,bayangkan ditutup penderita kanker gagal ginjal cuci darah,bayang tutup derita kanker gagal ginjal cuci darah,"['bayang', 'tutup', 'derita', 'kanker', 'gagal', 'ginjal', 'cuci', 'darah']",Netral
171,menaikkan tarif iuran bpjs opsi sulit keberlangsungan bpjs kesehatan terjamin kesehatan masyarakat,naik tarif iur bpjs opsi sulit langsung bpjs sehat jamin sehat masyarakat,"['naik', 'tarif', 'iur', 'bpjs', 'opsi', 'sulit', 'langsung', 'bpjs', 'sehat', 'jamin', 'sehat', 'masyarakat']",Positif
172,kenaikan iuran bpjs kelas kelas kelas kenaikan orang menengah,naik iur bpjs kelas kelas kelas naik orang tengah,"['naik', 'iur', 'bpjs', 'kelas', 'kelas', 'kelas', 'naik', 'orang', 'tengah']",Netral
173,sih bpjs ditutup bikin susah rakyat penyesuaian tarif bpjs membantu masyarakat membutuhkan,sih bpjs tutup bikin susah rakyat sesuai tarif bpjs bantu masyarakat butuh,"['sih', 'bpjs', 'tutup', 'bikin', 'susah', 'rakyat', 'sesuai', 'tarif', 'bpjs', 'bantu', 'masyarakat', 'butuh']",Positif
174,kenaikan tarif jd perdebatan membantu operasional bpjs melayani maksimal ,naik tarif jd debat bantu operasional bpjs layan maksimal,"['naik', 'tarif', 'jd', 'debat', 'bantu', 'operasional', 'bpjs', 'layan', 'maksimal']",Netral
175,ayo pilih bpjs kesehatan mending dihapus diperbaiki,ayo pilih bpjs sehat mending hapus baik,"['ayo', 'pilih', 'bpjs', 'sehat', 'mending', 'hapus', 'baik']",Netral
176,sebentar new normal keberlanjutan bpjs kesehatan kebaikan semoga menemukan jalan terbaik masyarakat membutuhkan,sebentar new normal lanjut bpjs sehat baik moga temu jalan baik masyarakat butuh,"['sebentar', 'new', 'normal', 'lanjut', 'bpjs', 'sehat', 'baik', 'moga', 'temu', 'jalan', 'baik', 'masyarakat', 'butuh']",Netral
177,ragu bpjs kesehatan dihapus diperbaiki plus minusnya ,ragu bpjs sehat hapus baik plus minus,"['ragu', 'bpjs', 'sehat', 'hapus', 'baik', 'plus', 'minus']",Netral
178,ngakak liat ceritanya jono pas sakit kebanyakan mikir tinggal pergi pusat kesehatan pake kartu bpjs ,ngakak liat cerita jono pas sakit banyak mikir tinggal pergi pusat sehat pake kartu bpjs,"['ngakak', 'liat', 'cerita', 'jono', 'pas', 'sakit', 'banyak', 'mikir', 'tinggal', 'pergi', 'pusat', 'sehat', 'pake', 'kartu', 'bpjs']",Netral
179,gimana bpjs kesehatan mending dihapus diperbaiki apapun hasilnya semoga melayani masyarakat ,gimana bpjs sehat mending hapus baik apa hasil moga layan masyarakat,"['gimana', 'bpjs', 'sehat', 'mending', 'hapus', 'baik', 'apa', 'hasil', 'moga', 'layan', 'masyarakat']",Netral
180,pemerintah membantu iuran iuran bpjs kesehatan memeberikan pelayanan masyarkat Mari support bpjs,perintah bantu iur iur bpjs sehat memeberikan layan masyarkat mari support bpjs,"['perintah', 'bantu', 'iur', 'iur', 'bpjs', 'sehat', 'memeberikan', 'layan', 'masyarkat', 'mari', 'support', 'bpjs']",Netral
181,bpjs kesehatan mending dihapus diperbaiki komik gambaran,bpjs sehat mending hapus baik komik gambar,"['bpjs', 'sehat', 'mending', 'hapus', 'baik', 'komik', 'gambar']",Netral
182,paham yuk dukung apapun keputusannya semoga pelayanannya ,paham yuk dukung apa putus moga layan,"['paham', 'yuk', 'dukung', 'apa', 'putus', 'moga', 'layan']",Positif
183,selamat pagi bpjs kesehatan hapus diperbaiki,selamat pagi bpjs sehat hapus baik,"['selamat', 'pagi', 'bpjs', 'sehat', 'hapus', 'baik']",Netral
184,engga khawatir bpjs Kelas org miskin gratis,engga khawatir bpjs kelas org miskin gratis,"['engga', 'khawatir', 'bpjs', 'kelas', 'org', 'miskin', 'gratis']",Netral
185,pemerintah membantu iuran peserta bpjs kesehatan semoga bpjs kesehatan pelayanan terbaik masyarakat,perintah bantu iur serta bpjs sehat moga bpjs sehat layan baik masyarakat,"['perintah', 'bantu', 'iur', 'serta', 'bpjs', 'sehat', 'moga', 'bpjs', 'sehat', 'layan', 'baik', 'masyarakat']",Positif
186,bpjs kesehatan mending dihapus diperbaiki Kalau sih bpjs melayani sesuai tarif ,bpjs sehat mending hapus baik kalau sih bpjs layan sesuai tarif,"['bpjs', 'sehat', 'mending', 'hapus', 'baik', 'kalau', 'sih', 'bpjs', 'layan', 'sesuai', 'tarif']",Positif
187,pemerintah berusaha membantu masyarakat pelayanan kesehatan terbaik semoga ketenangan masyarakat,perintah usaha bantu masyarakat layan sehat baik moga tenang masyarakat,"['perintah', 'usaha', 'bantu', 'masyarakat', 'layan', 'sehat', 'baik', 'moga', 'tenang', 'masyarakat']",Positif
188,negara maju gotong royong iuran bpjs kesehatan,negara maju gotong royong iur bpjs sehat,"['negara', 'maju', 'gotong', 'royong', 'iur', 'bpjs', 'sehat']",Netral
189,bpjs kesehatan diperbaiki dihapus,bpjs sehat baik hapus,"['bpjs', 'sehat', 'baik', 'hapus']",Netral
190,ilustrasi kartu mengambarkan peserta puas layanan bpjs kesehatan ,ilustrasi kartu ambar serta puas layan bpjs sehat,"['ilustrasi', 'kartu', 'ambar', 'serta', 'puas', 'layan', 'bpjs', 'sehat']",Positif
191,ngerti iuran kelas aman memberatkan ,ngerti iur kelas aman berat,"['ngerti', 'iur', 'kelas', 'aman', 'berat']",Positif
192,manteman kartun menarik bpjs kesehatan pelayanan masyarakat ,manteman kartun tarik bpjs sehat layan masyarakat,"['manteman', 'kartun', 'tarik', 'bpjs', 'sehat', 'layan', 'masyarakat']",Netral
193,penjelasan iuran bpjs kontak mudah dipahami enak banget,jelas iur bpjs kontak mudah paham enak banget,"['jelas', 'iur', 'bpjs', 'kontak', 'mudah', 'paham', 'enak', 'banget']",Positif
194,komiknya syarat informasi banget ngeluh gitu ,komik syarat informasi banget ngeluh gitu,"['komik', 'syarat', 'informasi', 'banget', 'ngeluh', 'gitu']",Netral
195,pastinya mending diperbaiki dihapus kasian butuh ,pasti mending baik hapus kasi butuh,"['pasti', 'mending', 'baik', 'hapus', 'kasi', 'butuh']",Positif
196,bingung iuran pbi aman puyeng periksa biar sehat bugar ,bingung iur pbi aman puyeng periksa biar sehat bugar,"['bingung', 'iur', 'pbi', 'aman', 'puyeng', 'periksa', 'biar', 'sehat', 'bugar']",Netral
197,bpjs enaknya dihapus perbaiki Ini percakapan maman Jono ,bpjs enak hapus baik ini cakap maman jono,"['bpjs', 'enak', 'hapus', 'baik', 'ini', 'cakap', 'maman', 'jono']",Netral
198,semoga terbaik bpjs kesehatan melayani negara,moga baik bpjs sehat layan negara,"['moga', 'baik', 'bpjs', 'sehat', 'layan', 'negara']",Netral
199,selamat siang bpjs kesehatan,selamat siang bpjs sehat,"['selamat', 'siang', 'bpjs', 'sehat']",Netral
200,paham kelas disubsidi pemerintah cari tau biar infonya lengkap simpang siur,paham kelas subsidi perintah cari tau biar info lengkap simpang siur,"['paham', 'kelas', 'subsidi', 'perintah', 'cari', 'tau', 'biar', 'info', 'lengkap', 'simpang', 'siur']",Netral
