,Data_Text,Sentiment
396,juli laku naik iur bpjs sehat,Netral
397,anggap sektor pariwisata buka mohon bantu perintah karyawan usaha pariwisata contoh sederhana relaksasi bayar pajak daerah pb pln pdam bpjs sehat bpjs tk subsidi harga bahan pokok makan gaji,Negatif
398,kasihan buruh potong pph puluh potong bpjs ketenagakerjaan potong bpjs sehat potong tapera sisa,Negatif
399,bpjs kaga bener akal akal urusin perut ama sehat masyarakat biar kenyang rumah,Negatif
400,layan bpjs sehat pandu nih yuk cermat layan,Netral
401,perintah naik iur bpjs sehat pandemi virus covid naik iur atur atur presiden nomor enam ribu puluh,Netral
402,bayar negara pph bpjs sehat ketenagakerjaan muncul tapera utang jalan meres jalan,Negatif
403,kerja buruh alami potong iur bpjs sehat bpjs tenaga kerja pensiun tambah potong iur tapera miskin,Negatif
404,metafor lo bener helm insurance selamat lo banding kias helm cocok bpjs sehat,Netral
405,salam sehat ibu dm terima interaksi lanjut dm mohon sedia tunggu terima kasih,Netral
406,punten potong persen bpjs ketenagakerjaan sehat nambah koma persen rumah tapera nabung beli rumah,Negatif
407,bener udh gaji mentok umr potong bpjs sehat bpjs ketenagakerjaan tapera,Negatif
408,produktif era new normal jamin layak hidup perintah jamin sehat bpjs jiwasraya stop orang lemah hakikat manusia lewat uji,Negatif
409,salam sehat shabrina dm terima interaksi dm terima kasih,Netral
410,layan pandu milik bpjs sehat serta serta puas layan,Positif
411,de utang sih orang orang situasi gin mana karyawan rumah gaji potong sampe biar kena phk bpjs iur,Negatif
412,subsidi ebt kali defisit bpjs sehat nikmat korporasi rugi daya masuk grid peak kepake pln bayar butuh backup energi fosil,Negatif
413,teman teman tau pandu layan milik bpjs sehat silah cek gambar,Netral
414,info lengkap layan pandu milik bpjs sehat serta manfaat,Positif
415,susah pandemi bantu layan aplikasi bpjs sehat mobile jkn care center fasilitas chika vika bismillah moga lanjut,Positif
416,bakar hutan bpjs sehat internet papua lapor bongkar,Negatif
417,bayar bpjs sehat pdam pln rumah,Positif
418,nama program tumpang tindih bpjs sehat bp jamsostek iur bulan tanggung usaha,Negatif
419,hubung bpjs sehat mobile jkn care center chika vika bpjs enak layan,Positif
420,keluh putar bpjs sehat layan mana cek gambar,Netral
421,info bawah pandu layan milik bpjs sehat serta kabar baru hubung no telepon tera,Netral
422,langgan bpjs sehat pinjam,Negatif
423,anjir lemes baca payday suka sedih potong pph bpjs sehat bpjs tk bpjs jht tapera berat,Negatif
424,bayar manual september ganti autodebet indikator autodebet sebenernya salah orang patuh bayar bpjs sehat,Negatif
425,baca pp khusus pns laku nasional nih thp bpjs sehat trus bpjs pensiun tapera berat terap nasional,Negatif
426,lu bayangin potong pph persen bpjs sehat persen bpjs tk persen jht persen bom potong uda nyampe belas persen anjing,Negatif
427,bp jamsostek bpjs sehat bp tapera tinggal nunggu bp bp negara kalah komplek rumah iur,Negatif
428,perintah iur bpjs sehat kelas ratus delapn puluh enam ribu naik tarif segitu rakyat bayar bbm turun,Negatif
429,infografis bpjs sehat mudah paham nih,Positif
430,pandu wajib paham,Netral
431,kadang suka ngomong musti sehat kuat kerja cover bpjs asuransi sehat sakit rugi produktif mesti skip,Netral
432,nambah potong upah bpjs ketenagakerjaan bpjs pensiun bpjs sehat pp tapera bagi duit sisa gaji,Negatif
433,rumah rumah sistem gotong royong kayak bpjs sehat,Netral
434,layan pandu milik bpjs sehat serta teman cek bantu biar paham,Positif
435,layan pandu milik bpjs sehat via online offline serta bantu,Positif
436,salam sehat tya informasi dm terima kasih,Netral
437,masyarakat langkah perintah terap sistem tarif adil serta bpjs sehat,Negatif
438,kerja gaji potong iur syukur kerja mikirin hak karyawan sehat jamin tua banget kerja swasta mikirin begitu kerja sampe tahun bpjs sehat,Positif
439,layan aplikasi bpjs sehat manfaat masyarakat mobile jkn care center fasilitas chika vika pokok mudah akses sehat bantu,Positif
440,gin gin gaji potong bpjs sehat bpjs pensiun mati pph presiden potong persen potong potong,Negatif
441,bpjs sehat pandu layan serta mudah guna,Positif
442,kali info layan pandu milik bpjs sehat serta jamin sehat yuk langsung baca,Netral
443,salam sehat sabrina dm terima informasi dm terima kasih,Netral
444,bpjs sehat gotong royong sama masyarakat perintah bantu sepenuh,Negatif
445,salam sehat ican informasi dm terima kasih,Netral
446,ikhlas bayar bpjs sehat tapera ikhlas bpjs ketenagakerjaan tapera cari puluh delapan harga tanah rumah taun kejar setor banget perintah,Negatif
447,mudah bpjs sehat fitur layan,Netral
448,neng banget sih ngeliat masyarakat cerdas baca ajar paham layan pandu milik bpjs sehat serta,Netral
449,info layan pandu milik bpjs sehat serta biar,Netral
450,dp nol persen urgensi masuk kaya iris bpjs sehat sm bpjs tk jamin tarik iur tarik pas pensiun stop kerja rumah urgent sehat selamat kerja pensiun,Negatif
451,guys kasih tau nih layan pandu milik bpjs sehat serta manfaat,Positif
452,potong bpjs sehat ketenagakerjaan enak ko tambah tapera tapera asu,Negatif
453,nggak pulsa telpon care center coba via mobile jkn vhika chika cek gambar,Netral
454,salam sehat alice bantu cek data informasi nomor kartu jkn kis nama lengkap tanggal lahir silah informasi dm,Netral
455,bpjs sehat care center layan serta jkn kis puluh jam bantu,Positif
456,serta jkn kis pandu layan bpjs sehat serta gotong royong tolong,Netral
457,kantor bpjs sehat pancoran buka,Netral
458,selamat malam guys kasih tau bpjs milik pandu layan serta bpjs sehat mobile jkn care center chika vika bantu puluh jam,Netral
459,bpjs sehat sedia pandu layan serta simak flyer bawah,Netral
460,bpjs sehat milik pandu layan serta loh mudah serta bpjs aksen,Positif
461,layan bpjs sehat akses serta mudah serta,Positif
462,agustus ribu sembilan belas bilang perintah langgar hukum kait blokir internet karhutla iur bpjs sehat becus,Negatif
463,jaga sehat pajak bpjs nyari duit susah,Negatif
464,potong jht bpjs ketenagakerjaan bpjs sehat kah upah potong manfaaatnya tau lari mana cair jht belit naudzubillah uang loh ilang gitu cair kerja kemaren asu,Negatif
465,gimana nih layananan bpjs sehat maksimal layan sedia serta mantap sih,Positif
466,potong gaji bulan bpjs sehat ketenagakerjaan pajak hasil jht potong tapera,Negatif
467,bpjs sehat inovasi baik kali hadir layan pandu milik bpjs sehat serta loh baca biar kenal sayang,Netral
468,harap serta puas layan bpjs sehat layan pandu milik bpjs sehat serta,Netral
469,pandu layan bpjs sehat harap serta puas cek mana layan serta puas layan bpjs sehat,Positif
470,lupa naik tarif bpjs sehat berat,Negatif
471,pandu layan bpjs sehat hubung bpjs sehat chat telepon aplikasi bpjs sehat layan masyarakat,Netral
472,mudah bpjs sehat serta layan pandu gambar,Positif
473,pandu layan milik bpjs sehat mudah layan,Positif
474,pandu layan bpjs sehat serta tinggal pilih layan sesuai butuh,Netral
475,bpjs sehat defisit ngurus bpjs ketenagakerjaan ribet ampun uang potong gaji,Negatif
476,bagi porsi iur tapera unik turut company nol koma persen employee koma persen wajib kerja wajib usaha benefit karyawan ilustrasi benefit karyawan bpjs sehat berat karyawan,Negatif
477,khawatir hubung butuh bantu sehat bpjs sehat upaya layan baik untuk,Netral
478,serta bpjs sehat butuh bantu milik hubung layan milik bpjs sehat layan masyarakat,Netral
479,inget kerja layan sehat sumpah pilih kasih pasien atur kerja pasien bpjs vip dua pasien tetep pasien pasien bpjs samping,Negatif
480,guys tunjuk layan pandu milik bpjs sehat serta nih,Netral
481,bpjs sehat milik layan pandu serta moga serta puas layan simak yuk,Netral
482,info nih layan pandu milik bpjs sehat serta cek bawah,Netral
483,wei gila kali yak zakat ajar agama persen hasil ampe persem alesannya biar rumah gaji potong bpjs sehat tenagakerjaan pajak msh tambah potong,Negatif
484,pandu layan milik bpjs sehat serta info lengkap baca gambar,Netral
485,gambar layan pandu milik bpjs sehat serta layan mudah serta informasi bpjs sehat,Netral
486,salam sehat nugi informasi informasi dm terima kasih,Netral
487,naik iur bpjs sehat pandemi,Negatif
488,salam sehat renda informasi dm terima kasih,Netral
489,bpjs sehat bpjs ketenagakerjaan tapera wajib tapera si kerja rumah potong gaji potong berat,Negatif
490,ketua forum internasional indonesia dorong bpjs sehat bangun sinergi skala global,Netral
491,hasil kerja kerja mandiri potong program tapera tuju bantu masyarakat indonesia milik rumah sistem padu bpjs ketenagakerjaan bpjs sehat tarik ladang korupsi,Negatif
492,dm bantu proses alih terima kasih,Netral
493,potong puluh persen iur bpjs tk bpjs sehat pph asuransi swasta dana pensiun swasta bpjs sehat dipake,Negatif
494,teknologi internet online ngurus ktp bpjs sim stnk obat belanja dsb rangka new normal jaga sehat ekonomi jalan,Netral
495,tapera bpjs tenaga kerja sehat persen dapat hasil persen hilang uap mana harap sembilan puluh sembilan persen serta peduli ambil hak,Negatif
496,salam sehat dm terima interaksi dm,Netral
497,rantau jakarta bikin bpjs sehat,Netral
498,enam puluh persen serta mandiri stop bayar,Negatif
499,bpjs sehat bpjs ketenagakerjaan bpjs tk pensiun tapera abis nih habis gaji ku,Negatif
500,gaji potong simpan sehat ngurusnya ribet uang,Negatif
501,salam sehat selvi informasi dm terima kasih,Netral
502,perintah naik tarif listrik naik tarif bpjs blt salah sasar tolong hutang negara imf bayar hutang beban anak cucu moga sehat,Negatif
503,salam sehat mutiara informasi dm terima kasih,Netral
504,beban pikul dpt blt listrik diskon bbm turun prakerja bpjs sehat turun harga beras gaji turun bantu mikul beban ayo,Negatif
505,salam sehat valentine informasi dm terima kasih,Netral
506,program nih dibikinin rumah gimana wajib kaya bpjs sehat bpjs jarang pake,Negatif
507,bpjs sehat tiket kereta api via paytren praktis mudah langsung hp untung,Netral
508,perintah bantu serta jkn kis kelas,Positif
509,sih bpjs tau latar belakang nge judge iur bawah standar manfaat sungguh resiko butuh naik iuaran bpjs sehat sehat serta,Positif
510,bayang hakiki turun kadang potong pajak hasil potong bpjs sehat keluarga,Negatif
511,bayar bpjs sehat iya bpjs tk iya tambah iur gaji pas umr ancur,Negatif
512,salam sehat informasi dm terima kasih,Netral
513,salam sehat terima dm interaksi dm terima kasih,Netral
514,serta jkn biaya perintah serta segmen terima bantu iur program jamin sehat nasional kelola bpjs sehat,Positif
515,bikin pp tapera ajar bpjs sehat,Negatif
516,kerja terap new normal milik pola hidup bersih sehat rumah fase lindung keluarga sebar covid,Netral
517,salam sehat tantiani mohon maaf ketidaknyamanannya silah isi format dm,Netral
518,fasilitas serta turun kelas bpjs sehat panjang program super praktis,Netral
519,laksana hukum pakde bpjs sehat tetep,Negatif
520,hak rakyat tuk sehat peduli bpjs tetep cuman putus ptun,Negatif
521,potong bpjs ketenagakerjaan sehat potong tapera peras kaya sapi perah,Negatif
522,konsep bang indonesia iur bpjs ketenagakerjaan bpjs sehat jht muncul hasil pensiun ambil bentuk deposit perban surat utang ribet,Negatif
523,potong sih bpjs asuransi sehat,Negatif
524,kasihan hamil suruh jam siang si dokter jam sore pasien bpjs sehat lambat periksa,Negatif
525,salam sehat jaya informasi dm terima kasih,Netral
526,bpjs sehat bpjs tnkr pph tapera dasar sapi perah,Negatif
527,siang daftar autodebit iur bpjs sehat via apps mandiri online,Netral
528,presiden negara vonis lawan hukum karhutla naik tarif bpjs sehat lanjut vonis lawan hukum madam internet papua papua barat negara negara hukum,Negatif
529,iur iur tapera bpjs sehat berat banget,Negatif
530,asuransi sehat maksud bpjs asuransi gantung asuransi claim tuju rapidnya screening gejala rujuk cover,Negatif
531,salam sehat informasi dm inbox,Netral
532,terima kasih moga sehat,Netral
533,bpjs sehat bayar ama usaha hebat lo goblok uu bpjs ama ubah goblok,Negatif
534,bpjs sehat full bayar usaha lu kecuali bpjs tk subsidi usaha lu sisa potong dati gaji lu hitung hitung simpan lu kurang dasar tolol lu sakit obat full biaya pake bpjs,Negatif
535,tapera tabung rumah rakyat arisan rumah kayak cuman akal akal nambah cashin persis bpjs bilang arisan sehat,Negatif
536,enam puluh persen serta mandiri stop bayar,Negatif
537,bpjs sehat bpjs ketenagakerjaan kualitas kerja karyawan rewel pegat,Negatif
538,kali perintah jokowi langgar hukum bakar lahan naik bpjs sehat shutdown internet,Negatif
539,hardcore ujung ujung muncul uu minerba uu cilaka naik bpjs sehat naik bmm baru pitera jilat rezim mah atas baik rakyat,Negatif
540,walah catut potong jancuk bikin bijak potong jkn bpjs sehat potong pajak,Negatif
541,ayo cuy iur kerja bpjs sehat bpjs ketenagakerjaan tambah koperasi usaha hitung pph tambah tapera,Negatif
542,kirim dm bantu proses alih terima kasih,Netral
543,bpjs sehat ketenagakerjaan real mutlak ngurusi rumah ngeh urgensi berat,Negatif
544,kerja sec komersial bpjs sehat ketenagakerjaan uang lembur jht nama kandung kerja komersial,Netral
545,potong slip gaji bpjs ketenagakerjaan bpjs jamin pensiun bpjs sehat tapera potong koperasi potong absen abis gaji,Negatif
546,juang rakyat henti jerat bpjs sehat,Negatif
547,bpjs sehat beban rakyat tolak ma dasar penghisap darah rakyat tobat nekat beban tapera karyawan kerja mandiri diktator wajah ganteng,Negatif
548,berita komplit kasih rumah kaga bpjs untung sehat dicover bpjs tapera gimana,Positif
549,pandemi bpjs sehat lhokseumawe utama puas serta,Netral
550,tapera pungut bpjs tk bpjs sehat luar potong pph pajak ternak pajak anak pajak tanam biara negara kaya,Negatif
551,rumah ngapain gaji potong tapera potong pph bpjs ketenagakerjaan bpjs sehat tapera cebong bahagia beli kopi gelas plastik ember,Negatif
552,bpjs sehat jalan penuh carut marut muncul tapera wajib untuk orang rumah perintah main sedot uang rakyat,Negatif
553,potong gaji kerja tambah bpjs sehat bp jamsostek iur tabung rumah rakyat tapera sarana kerja milik rumah tinggal sifat wajib kerja abis gaji,Negatif
554,maksud gimana pajak kantor kantor paksa pakai bpjs motong uang pakai layan beda asuransi sehat swasta potong sejahtera ngga peres,Negatif
555,komite dpd ri kunjung kantor bpjs sehat cabang batam,Netral
556,rakyat susah potong pph bpjs tk sehat pensiun tega sih bikin potong,Negatif
557,potong iur bpjs naker sehat pensiun gede,Negatif
558,pph ppn bpjs sehat bpjs ketenagakerjaan tapera habis gaji,Negatif
559,gaji potong bpjs sehat pilih manfaat nggak eligible koma persen gaji iya manfaat,Negatif
560,biaya awat sehat mahal bayar bpjs,Netral
561,sih potong bpjs ketenagakerjaan sehat persen tapera abis gaji,Negatif
562,salam sehat indikasi medis jamin jamin konfirmasi tugas bpjs rumah sakit terima kasih,Netral
563,selamat pagi tolong cek bpjs sehat milik ayah status serta informasi nomor bpjs,Netral
564,salam sehat ubah data nama maksimal lahir ubah kendala obat terima kasih,Netral
565,rahasia data cek terima kasih,Netral
566,calo legislatif manajemen bpjs sehat baik,Negatif
567,bongkar sebab defisit bpjs sehat,Netral
568,sahabat kurang sebar covid terap new normal nih terap new normal mudah loh disiplin sih disiplin yuk simak infografis,Netral
569,contoh kecil korona banget keluyur peduli sehat orang bayar bpjs tutup tutup kurang sayang kadang manusia luar batas normal,Netral
570,kasih opini bpjs bpjs tau morat marit rada arah bangkrut pola hidup masyarakat bandel orang keluar sehat paham betapa susah edukasi orang pola pikir macem macem,Netral
571,potong bpjs ketenagakerjaan bpjs sehat berat detail fungsi karyawan swasta,Negatif
572,persis kayak bpjs sehat asal askesnya pns inti sih bijak dulunya pns generalisir swasta subsidi silang sih manfaat bp tapera,Negatif
573,bp tapera sempurna bapertarum pns sebenernya bpjs sehat askesnya pns inti sih tapera bantu biaya rumah dulunya kelola bapertarum pns,Netral
574,ngomong utama sehat lapang iur bpjs naik obat obat mahal beli nama guna bpjs orang sakit,Negatif
575,kena phk daftar bpjs sehat mandiri daftar online,Netral
576,bpjs sehat perhati derita hipertensi diabetes covid,Positif
577,cek terima kasih,Netral
578,bpjs layan juang haryanah jalan kemoterapi jkn kis,Positif
579,kaya biaya sehat murah rumah sakit bpjs subsidi negara,Netral
580,chika sahabat serta jkn kis mudah masyarakat,Positif
581,jokowi teken pp tapera gaji kerja potong tabung rumah pegawai swasta kerja mandiri potensial iur bpjs sehat ruwet tuju dpr pp,Negatif
582,kartu bpjs sehat hilang ganti terima kasih,Netral
583,bpjs sehat kenal jkn kis dunia internasional warta ekonomi online,Netral
584,bpjs sehat pati salur bantu bpjs peduli bantu masyarakat,Positif
585,dana haji ditilep uang kuliah naik bpjs sehat gaji potong buruh phk bumn bangkrut utang roket harga bbm lu bilang tang jokowi indonesia sejahtera adil makmur serah,Negatif
586,salam sehat aisyah alih jenis serta rubah no kartu alih bantu hrd terima kasih,Netral
587,potong pot bpjs tk sehat kerja berat,Negatif
588,bpjs sehat bpjs tenaga kerja jht pph nambah kolom tapera abis gaji potong,Negatif
589,bpjs sehat tapera rumah ladang perintah cari duit esemka ilang kabar gimik kampanye kemaren pindah ibukota sok sok,Negatif
